user_id,movie_id,rating
user_16,1036,7.7
user_16,1320,8.2
user_16,117,8.7
user_16,507,2.1
user_16,1099,7.5
user_16,193,7.5
user_16,1197,5.4
user_16,224,4.9
user_16,237,4.2
user_16,784,1.1
user_16,682,7.2
user_16,124,8.4
user_16,615,6.2
user_16,15,7.1
user_16,1373,6.1
user_16,858,3.8
user_16,559,7.5
user_16,356,5.8
user_16,335,6.3
user_16,666,7.3
user_16,1363,6.2
user_16,13,5.8
user_16,1019,8.0
user_17,1201,5.7
user_17,1231,4.2
user_17,614,8.3
user_17,124,7.5
user_17,572,4.0
user_17,649,7.5
user_17,880,8.0
user_17,387,8.1
user_17,274,6.0
user_17,603,4.2
user_17,14,8.1
user_17,744,7.7
user_17,640,5.3
user_17,350,6.0
user_17,341,7.2
user_17,25,7.0
user_17,88,7.8
user_17,1018,6.6
user_17,110,7.1
user_17,866,7.9
user_17,317,8.5
user_17,949,6.8
user_17,1282,7.1
user_17,891,5.8
user_17,556,8.5
user_17,756,6.5
user_17,1060,8.3
user_17,390,3.8
user_17,1302,5.3
user_17,271,5.4
user_17,1392,3.5
user_17,1188,4.7
user_17,814,7.5
user_17,104,7.7
user_17,1229,6.9
user_17,156,8.3
user_17,1207,7.5
user_17,647,5.8
user_17,605,4.8
user_17,1020,4.5
user_18,1319,8.4
user_18,562,7.4
user_18,1358,5.8
user_18,813,5.6
user_18,806,6.5
user_18,1218,8.8
user_18,247,5.2
user_18,121,6.6
user_18,942,6.3
user_18,1359,7.0
user_18,427,6.1
user_18,76,5.4
user_18,855,7.7
user_18,298,5.4
user_18,370,4.6
user_18,466,7.8
user_18,378,8.6
user_18,1017,7.7
user_18,1114,6.7
user_18,1235,6.8
user_18,474,6.6
user_18,1361,4.8
user_18,764,7.2
user_18,840,6.7
user_18,1039,5.1
user_18,1048,8.2
user_18,1073,6.0
user_18,167,5.3
user_18,1369,6.4
user_18,932,5.5
user_18,674,4.5
user_18,385,7.3
user_18,615,6.0
user_18,491,7.9
user_18,1288,8.5
user_18,1200,6.4
user_18,448,7.2
user_18,1246,7.1
user_18,422,6.2
user_18,1070,8.5
user_19,983,2.1
user_19,684,7.7
user_19,921,2.5
user_19,1292,7.7
user_19,511,7.3
user_19,682,7.5
user_19,473,4.6
user_19,1218,8.2
user_19,513,5.9
user_19,815,7.4
user_19,927,4.4
user_19,223,4.6
user_19,7,5.5
user_19,1029,9.1
user_19,582,5.6
user_19,1256,6.9
user_19,804,1.2
user_19,1399,7.7
user_19,976,3.1
user_19,925,7.2
user_19,881,3.5
user_19,429,9.6
user_19,673,6.7
user_19,646,7.0
user_19,1220,8.6
user_19,958,7.3
user_19,961,6.7
user_19,69,5.7
user_19,208,8.6
user_19,982,5.0
user_19,172,5.1
user_19,552,3.9
user_19,190,8.1
user_19,392,6.3
user_19,1095,5.6
user_19,746,6.0
user_19,205,5.5
user_19,1319,8.4
user_19,948,5.3
user_19,991,7.0
user_20,464,6.8
user_20,752,7.3
user_20,1399,8.1
user_20,701,6.6
user_20,1116,7.7
user_20,584,7.5
user_20,840,6.9
user_20,1386,7.0
user_20,389,4.9
user_20,1277,6.3
user_20,1034,7.6
user_20,904,5.8
user_20,263,5.8
user_20,878,6.1
user_20,274,5.7
user_20,585,6.1
user_20,524,8.2
user_20,36,5.9
user_20,1174,8.1
user_20,27,6.0
user_20,722,8.5
user_20,125,7.3
user_20,1383,9.7
user_20,484,8.7
user_20,166,8.6
user_20,386,7.1
user_20,942,5.8
user_20,292,8.0
user_20,11,6.8
user_20,559,8.7
user_20,1041,6.1
user_20,603,4.2
user_20,66,7.6
user_20,422,6.4
user_20,189,7.0
user_20,88,8.4
user_20,542,4.9
user_20,339,6.4
user_20,784,1.8
user_20,1027,4.8
user_21,1180,7.2
user_21,470,4.2
user_21,1020,5.7
user_21,238,4.9
user_21,102,6.5
user_21,257,6.5
user_21,694,7.3
user_21,1354,7.1
user_21,1165,8.3
user_21,909,3.2
user_21,1244,6.6
user_21,1361,4.5
user_21,322,7.5
user_21,916,7.4
user_21,1365,5.8
user_21,1375,9.2
user_21,1182,6.6
user_21,758,5.4
user_21,626,4.4
user_21,170,8.0
user_21,953,6.3
user_21,733,6.6
user_21,210,6.0
user_21,906,7.4
user_21,1226,8.3
user_21,187,6.4
user_21,86,6.3
user_21,1222,6.8
user_21,66,7.6
user_21,1155,5.9
user_21,948,5.0
user_21,13,4.4
user_21,650,6.2
user_21,261,9.7
user_21,1004,6.3
user_21,1203,6.7
user_21,578,5.9
user_21,809,4.5
user_21,1298,7.9
user_21,296,3.4
user_22,1256,6.6
user_22,534,5.9
user_22,139,7.8
user_22,752,5.9
user_22,977,7.2
user_22,504,5.7
user_22,716,7.3
user_22,189,7.2
user_22,756,6.9
user_22,960,6.1
user_22,1094,7.9
user_22,525,5.8
user_22,1330,8.2
user_22,686,5.7
user_22,370,5.3
user_22,193,6.5
user_22,1192,5.1
user_22,892,5.3
user_22,167,5.5
user_22,529,6.0
user_22,452,4.7
user_22,229,7.9
user_22,257,7.9
user_22,39,7.8
user_22,22,6.9
user_22,1276,6.6
user_22,142,7.2
user_22,483,4.2
user_22,557,7.1
user_22,485,6.2
user_22,1031,5.4
user_22,102,5.6
user_22,595,6.0
user_22,19,8.4
user_22,259,6.8
user_22,1244,8.0
user_22,1269,6.2
user_22,917,2.5
user_22,1179,7.8
user_22,1227,3.6
user_23,646,6.1
user_23,318,6.7
user_23,182,6.3
user_23,677,5.7
user_23,645,4.0
user_23,446,7.4
user_23,444,4.8
user_23,113,7.8
user_23,1185,5.7
user_23,951,5.9
user_23,997,7.9
user_23,53,7.5
user_23,215,4.7
user_23,405,7.0
user_23,279,6.3
user_23,722,8.0
user_23,97,6.7
user_23,356,7.3
user_23,781,6.7
user_23,105,7.0
user_23,453,8.1
user_23,899,5.5
user_23,229,7.3
user_23,1198,8.1
user_23,746,6.9
user_23,138,7.4
user_23,1384,9.0
user_23,342,4.7
user_23,506,2.9
user_23,18,9.0
user_23,1132,4.7
user_23,670,6.1
user_23,1353,7.7
user_23,1186,7.3
user_23,87,5.4
user_23,541,7.5
user_23,1179,7.0
user_23,1007,6.7
user_23,590,6.7
user_23,1076,4.8
user_24,576,4.5
user_24,490,6.7
user_24,530,4.8
user_24,1171,8.4
user_24,1036,6.5
user_24,1291,4.6
user_24,516,7.1
user_24,499,4.6
user_24,297,4.8
user_24,1098,8.5
user_24,1127,7.2
user_24,1122,8.4
user_24,617,6.5
user_24,983,1.4
user_24,578,5.6
user_24,838,6.1
user_24,1070,8.7
user_24,292,7.9
user_24,1266,6.8
user_24,717,6.1
user_24,115,6.8
user_24,635,3.3
user_24,705,3.5
user_24,694,8.6
user_24,448,6.4
user_24,238,4.9
user_24,271,4.4
user_24,972,5.8
user_24,1183,3.9
user_24,581,4.5
user_24,76,6.4
user_24,215,6.1
user_24,832,5.2
user_24,658,6.6
user_24,66,6.8
user_24,683,6.6
user_24,87,5.9
user_24,585,6.7
user_24,796,5.1
user_24,235,4.8
user_25,1193,3.3
user_25,681,5.8
user_25,422,7.1
user_25,1089,6.0
user_25,1349,5.9
user_25,487,2.9
user_25,657,4.5
user_25,1174,8.4
user_25,229,8.1
user_25,459,7.0
user_25,252,7.3
user_25,823,2.8
user_25,1387,8.0
user_25,510,6.9
user_25,1251,5.8
user_25,380,5.9
user_25,1044,5.9
user_25,1159,7.4
user_25,1147,8.4
user_25,349,5.6
user_25,1052,8.4
user_25,63,7.1
user_25,787,4.9
user_25,470,4.2
user_25,991,7.1
user_25,481,5.4
user_25,1005,4.5
user_25,620,7.1
user_25,44,7.0
user_25,941,4.9
user_25,133,7.3
user_25,1056,6.5
user_25,54,9.6
user_25,1124,6.7
user_25,1007,6.0
user_25,183,6.5
user_25,223,5.2
user_25,1267,7.0
user_25,1077,5.2
user_25,893,6.8
user_26,1328,8.0
user_26,959,7.3
user_26,1322,5.6
user_26,35,6.9
user_26,1121,6.3
user_26,414,4.9
user_26,892,6.3
user_26,1180,6.9
user_26,312,4.6
user_26,1000,3.8
user_26,575,5.3
user_26,498,6.6
user_26,1072,9.1
user_26,1348,5.9
user_26,643,5.3
user_26,95,8.6
user_26,380,6.1
user_26,1278,6.6
user_26,725,6.4
user_26,1279,6.7
user_26,1213,5.8
user_26,1190,7.5
user_26,1320,8.6
user_26,1295,5.8
user_26,541,6.6
user_26,674,4.2
user_26,883,5.4
user_26,913,4.5
user_26,988,1.8
user_26,248,5.8
user_26,386,6.7
user_26,189,6.5
user_26,601,7.5
user_26,1374,5.2
user_26,1333,6.5
user_26,1306,6.4
user_26,72,8.4
user_26,1382,4.3
user_26,262,8.3
user_26,243,6.3
user_27,1119,6.9
user_27,1371,5.8
user_27,964,5.2
user_27,1104,5.1
user_27,193,8.0
user_27,20,6.2
user_27,70,8.1
user_27,1240,6.9
user_27,270,7.9
user_27,1230,4.1
user_27,891,5.4
user_27,506,2.0
user_27,286,4.2
user_27,1180,7.2
user_27,1070,7.8
user_27,449,4.5
user_27,681,4.4
user_27,685,5.7
user_27,837,5.8
user_27,1275,6.2
user_27,1283,5.3
user_27,175,7.2
user_27,597,5.1
user_27,104,6.9
user_27,1003,6.5
user_27,1079,8.2
user_27,60,6.9
user_27,636,6.9
user_27,341,6.1
user_27,233,8.0
user_27,774,5.6
user_27,248,6.5
user_27,1124,7.5
user_27,555,5.6
user_27,762,5.4
user_27,1322,5.1
user_27,1170,5.8
user_27,84,7.0
user_27,1096,8.5
user_27,1277,7.2
user_28,1348,4.8
user_28,502,6.9
user_28,356,6.6
user_28,987,5.3
user_28,1366,6.1
user_28,773,3.5
user_28,165,6.6
user_28,1351,6.5
user_28,277,7.0
user_28,1122,7.1
user_28,355,6.1
user_28,77,6.0
user_28,772,7.0
user_28,1055,4.6
user_28,886,6.7
user_28,438,5.8
user_28,421,4.9
user_28,970,6.6
user_28,1058,7.3
user_28,923,6.5
user_28,263,6.3
user_28,673,7.9
user_28,190,8.4
user_28,423,5.1
user_28,805,4.9
user_28,106,4.7
user_28,972,6.6
user_28,274,6.0
user_28,1259,5.7
user_28,950,6.5
user_28,571,5.6
user_28,766,4.5
user_28,192,9.5
user_28,546,7.0
user_28,979,6.4
user_28,1079,8.3
user_28,798,5.9
user_28,1049,8.8
user_28,835,5.7
user_28,1328,8.7
user_29,1111,7.3
user_29,734,6.7
user_29,102,6.6
user_29,484,8.8
user_29,1360,4.0
user_29,198,5.9
user_29,362,5.8
user_29,1073,6.8
user_29,181,8.3
user_29,197,5.8
user_29,1232,8.2
user_29,360,6.8
user_29,1387,7.2
user_29,971,5.0
user_29,289,7.8
user_29,726,7.0
user_29,75,5.4
user_29,940,5.7
user_29,1270,5.8
user_29,264,6.0
user_29,1007,5.7
user_29,280,5.8
user_29,27,7.0
user_29,172,6.0
user_29,899,6.5
user_29,1277,6.6
user_29,1307,4.4
user_29,212,5.0
user_29,1380,4.3
user_29,872,5.6
user_29,306,6.5
user_29,354,5.5
user_29,171,6.7
user_29,1,7.3
user_29,515,6.9
user_29,948,6.0
user_29,121,5.6
user_29,70,7.7
user_29,266,5.5
user_29,859,1.0
user_30,1355,4.7
user_30,334,4.7
user_30,217,6.1
user_30,916,7.1
user_30,880,6.3
user_30,1226,8.9
user_30,643,6.9
user_30,475,3.7
user_30,1397,8.6
user_30,368,6.3
user_30,49,6.4
user_30,1048,7.6
user_30,793,4.5
user_30,896,4.8
user_30,172,5.5
user_30,34,2.8
user_30,446,7.5
user_30,1181,5.7
user_30,226,6.1
user_30,1118,6.5
user_30,474,7.4
user_30,964,6.6
user_30,376,7.4
user_30,940,5.8
user_30,234,7.8
user_30,873,7.0
user_30,321,6.3
user_30,406,5.5
user_30,1293,7.4
user_30,942,6.8
user_30,1276,6.6
user_30,879,5.6
user_30,1338,6.5
user_30,969,4.5
user_30,1256,6.5
user_30,125,7.5
user_30,859,1.0
user_30,249,5.9
user_30,1362,8.0
user_30,1017,7.6
user_31,282,5.4
user_31,46,7.8
user_31,170,6.7
user_31,956,5.5
user_31,1110,3.4
user_31,509,7.9
user_31,496,7.5
user_31,580,4.4
user_31,1278,5.8
user_31,1180,6.7
user_31,1021,7.4
user_31,684,8.4
user_31,607,7.8
user_31,623,6.9
user_31,257,8.0
user_31,1152,6.2
user_31,1205,2.7
user_31,996,3.7
user_31,700,5.9
user_31,1183,2.9
user_31,248,6.9
user_31,1049,8.2
user_31,106,5.9
user_31,258,6.5
user_31,24,6.1
user_31,62,8.1
user_31,1016,5.8
user_31,466,8.4
user_31,523,7.5
user_31,608,6.6
user_31,1252,7.2
user_31,908,4.0
user_31,116,6.3
user_31,1322,4.0
user_31,1314,7.6
user_31,685,5.4
user_31,1339,7.9
user_31,497,8.1
user_31,469,5.8
user_31,1398,5.1
user_32,466,6.9
user_32,235,5.9
user_32,884,7.1
user_32,842,6.3
user_32,1264,9.0
user_32,723,7.0
user_32,752,5.8
user_32,825,4.9
user_32,1106,5.8
user_32,184,7.1
user_32,80,8.6
user_32,348,6.5
user_32,1274,5.2
user_32,1209,6.3
user_32,1008,6.2
user_32,1333,7.1
user_32,1379,6.1
user_32,529,7.6
user_32,21,5.5
user_32,1110,3.5
user_32,304,7.5
user_32,1219,7.1
user_32,41,8.3
user_32,604,6.2
user_32,85,5.8
user_32,1057,7.9
user_32,966,8.0
user_32,1112,7.4
user_32,31,8.5
user_32,853,4.2
user_32,637,5.3
user_32,156,7.2
user_32,462,5.8
user_32,661,4.4
user_32,33,8.5
user_32,240,8.0
user_32,664,7.2
user_32,1078,6.1
user_32,1089,5.4
user_32,1107,6.2
user_33,1092,7.4
user_33,224,5.8
user_33,1204,5.6
user_33,644,6.2
user_33,1318,7.2
user_33,856,3.7
user_33,974,7.6
user_33,1001,5.9
user_33,572,5.5
user_33,319,4.5
user_33,407,6.6
user_33,965,4.0
user_33,1181,7.3
user_33,140,4.8
user_33,987,6.0
user_33,616,8.0
user_33,1102,8.1
user_33,248,7.0
user_33,728,6.7
user_33,306,5.5
user_33,346,5.7
user_33,406,5.3
user_33,607,7.6
user_33,674,5.0
user_33,1016,4.9
user_33,155,5.6
user_33,833,6.8
user_33,523,7.3
user_33,448,5.4
user_33,279,6.4
user_33,943,7.7
user_33,332,7.8
user_33,495,3.9
user_33,1205,4.6
user_33,1386,5.5
user_33,338,6.7
user_33,1355,5.5
user_33,901,5.4
user_33,692,4.5
user_33,1321,8.0
user_34,1234,6.8
user_34,1082,7.8
user_34,244,6.6
user_34,182,5.9
user_34,133,7.4
user_34,1039,5.3
user_34,425,4.6
user_34,903,6.3
user_34,269,5.1
user_34,0,7.5
user_34,1321,6.4
user_34,223,4.8
user_34,470,4.6
user_34,500,4.9
user_34,1053,5.4
user_34,86,6.7
user_34,121,6.3
user_34,1300,9.2
user_34,1347,8.2
user_34,423,4.8
user_34,782,6.7
user_34,784,2.8
user_34,369,5.2
user_34,1297,6.6
user_34,1010,4.8
user_34,1152,5.4
user_34,901,6.9
user_34,902,7.9
user_34,746,7.6
user_34,310,6.0
user_34,560,4.8
user_34,687,4.9
user_34,786,6.1
user_34,804,2.8
user_34,339,6.8
user_34,735,4.2
